hourspw,hoursw,inv1,inv2,margin,naux,nfull,nown,npart,sales,ssize,start,tsales
36.8598541290879,282,22207.037,10000,47,1.3673,4,1,1.2833,8590,200,47,1718000
8.60835009959661,86,292857.143,71570.5556,37,1.4091,4.359,2,2.2222,14583.3333333333,60,37,875000
17.7919280831539,114,62269.2308,16624.8936,40,1.3333,2,1,2.0741,2633.33333333333,300,40,790000
10.4261696859116,80,62269.2308,16624.8936,39,1.3333,2.2656,2,2.0741,3538.14285714286,140,39,495340
26.3565533026611,228,22207.037,22859.8526,41,1.3673,5,1,1.2833,12333.3333333333,150,41,1850000
13.7341199238381,88,25000,16624.8936,41,1.3333,1,2,2.0741,4575,120,41,549000
17.010017010017,126,62269.2308,16624.8936,41,1.3333,2,2,2.0741,2660.71428571429,280,41,745000
12.5936909670736,62,2500,2500,41,1,1.9231,1,1,7713.63333333333,90,41,694227
7.67007955477864,43,22207.037,22859.8526,37,1.3673,1.9556,1,1.2833,3904.2,40,37,156168
15.7397691500525,78,22207.037,5000,43,1,1.9556,1,1,15027.9538461539,65,43,976817
19.0855259938339,117,17166.6667,27177.0345,39,1.5357,2,1,1.5946,5000,90,39,450000
12.4861760194071,70,1300,22859.8526,37.4615,1.3673,1.9556,1,1.2833,3904.2,40,41.6731,156168
17.4171074700039,81,22207.037,22859.8526,41,1.3673,1,1,1.2833,5833.33333333333,120,41,700000
10.8996280501928,80,62269.2308,3000,40,2,2.2656,1,2.0741,2490,200,40,498000
25.1721105146635,166,17166.6667,27177.0345,38,1,2,2,1.5946,4736.66666666667,300,38,1421000
26.3373246921825,280,400000,400000,39,1.4091,5,2,2.2222,3200,500,39,1600000
15.1372952680815,100,22207.037,22859.8526,41,1.3673,1.9556,2,1.2833,3923.07692307692,130,41,510000
22.3436452641628,110,17166.6667,27177.0345,33,1,1.9231,1,1,4628.18,150,33,694227
17.4171074700039,81,22207.037,22859.8526,41,1.3673,1,1,1.2833,3111.11111111111,225,41,700000
13.546106320415,82,17166.6667,27177.0345,41,1.5357,1.9231,1,1.5946,3305.84285714286,210,41,694227
14.744662148751,104,17166.6667,2250,38,1.5357,1.9231,2,1.5946,2837.33636363636,110,38,312107
7.67007955477864,43,22207.037,22859.8526,37,1.3673,1.9556,1,1.2833,8603.8,35,37,301133
18.5508900859762,104,22207.037,22859.8526,37,1.3673,1.9556,1,1.2833,1382.01769911504,113,37,156168
12.3992560446373,66,22207.037,22859.8526,31,1.3673,1.9556,1,1,3764.1625,80,31,301133
14.7082856675927,63,22207.037,1000,35,1,1,1,1.2833,3011.33,100,35,301133
12.0254251846762,63,22207.037,1250,39,1,1.9556,1,1.2833,3345.92222222222,90,39,301133
15.2237345270674,84,17166.6667,150000,37,1,1.9231,1,1.5946,3538.14285714286,140,37,495340
29.6,296,292857.143,20000,47,1,5,1,3,5206.47297297297,370,47,1926395
19.6053223629234,122,22207.037,22859.8526,42,1,2,1.2228,2,10223,100,42,1022300
20.289587752467,154,22207.037,22859.8526,42,1.3673,3,1.2228,2,19192.8571428571,70,42,1343500
20.4906684388326,148,22207.037,15000,42,1,3,1.2228,2,18435.7142857143,70,42,1290500
23.533783365331,152,17166.6667,27177.0345,37,1.5357,1.9231,2,1,4583.33333333333,120,37,550000
24.4467468364745,210,22207.037,11500,45,1.3673,5,1.2228,1,14665.7142857143,140,45,2053200
17.8373943134387,100,22207.037,22859.8526,37.4615,1.3673,1.9556,1,1.2833,12383.5,40,41.6731,495340
15.7427870788048,104,22207.037,1000,45,1.3673,1.9556,2,1.2833,7083.33333333333,96,45,680000
25.3396487534842,130,1000,27177.0345,43,1.5357,1,1,1.5946,9411.76470588235,85,43,800000
7.67007955477864,43,22207.037,22859.8526,37.4615,1.3673,1.9556,1,1.2833,2350,100,41.6731,235000
19.3523416333376,90,22207.037,22859.8526,41,1.3673,1,1,1.2833,4884.085,200,41,976817
21.8059272474973,132,17166.6667,27177.0345,39,1.5357,1.9231,1,1.5946,8000,50,39,400000
17.1791788352517,90,190000,22859.8526,36,1,1.9556,1,1.2833,6944.44444444444,90,36,625000
14.7461892320762,92,22207.037,22859.8526,32,2,1.9556,1,1.2833,5182.41333333333,150,32,777362
16.4481487924845,104,22207.037,22859.8526,39,1.3673,1.9556,1,2,4884.085,200,39,976817
11.5943063037352,65,22207.037,22859.8526,49,1.3673,1.9556,1,1.2833,5018.88333333333,60,49,301133
16.7974193055794,88,20000,20000,39,1,1.9556,1,1.2833,8000,100,39,800000
13.90219617126,74,22207.037,5000,37,1.3673,1.9556,1,1,4953.4,100,37,495340
9.62190639935644,61,62269.2308,16624.8936,42,1,2.2656,1,2.0741,6153.43333333333,90,42,553809
21.4976710856324,162,17000,2500,45,1.5357,2,2,2,6977.26428571429,140,45,976817
10.4261696859116,80,325000,16624.8936,36,1.3333,2.2656,2,2.0741,2361.11111111111,180,36,425000
17.9829162295819,120,62269.2308,16624.8936,39,1.3333,2.2656,1,2.0741,1981.36,250,39,495340
10.7897497377491,72,62269.2308,16624.8936,31,1.3333,2.2656,1,2.0741,4503.09090909091,110,31,495340
9.76911082304759,52,22207.037,22859.8526,41,1.3673,1.9556,1,1,3764.1625,80,41,301133
29.0771467472827,126,350000,16624.8936,42,1.3333,1,1,1,5480.28125,160,42,876845
14.7945408144395,80,62269.2308,16624.8936,38,1.3333,1,1,2.0741,14000,30,38,420000
16.3663640909849,108,62269.2308,16624.8936,41,1.3333,2.2656,2,1,5833.84033613445,119,41,694227
13.3385936237765,71,10000,5000,41,1.3673,1.9556,1,1,1952.1,80,41,156168
11.647785981326,62,22207.037,22859.8526,41,1.3673,1.9556,1,1,8255.66666666667,60,41,495340
17.0697401302763,125,100000,10000,39,1.3673,1.9556,2,2,4338.91875,160,39,694227
33.9613779648464,188,17166.6667,27177.0345,41,1.5357,1,1,2,4306.42916666667,240,41,1033543
9.27544504298812,52,22207.037,22859.8526,41,1.3673,1.9556,1,1.2833,2500.0625,80,41,200005
16.7730268761548,128,292857.143,5800,41,1.4091,2,2,2.2222,8516.17647058824,136,41,1158200
9.93737874031894,63,62269.2308,16624.8936,40,1,2.2656,1,2.0741,2079.36507936508,189,40,393000
11.059184474332,62,22207.037,22859.8526,33,1.3673,1.9556,1,1.2833,4835.5625,16,33,77369
5.70796618030038,32,2500,22859.8526,25,1.3673,1.9556,1,1.2833,1952.1,80,25,156168
26.0391644406864,271,62000,14000,41,1.3333,5,2,2.0741,3210.65833333333,600,41,1926395
15.4818733066701,72,22207.037,22859.8526,44,1.3673,1,1,1.2833,9768.17,100,44,976817
27.0189819797129,118,22207.037,10000,41,1.3673,1,1,1,3305.84285714286,210,41,694227
7.49170561164425,42,6750,1500,33,1.3673,1.9556,1,1.2833,3345.92222222222,90,33,301133
16.0890631357029,87,62269.2308,1250,37,1.3333,1,1,2.0741,7642.22222222222,90,37,687800
21.5906275439776,122,22207.037,1200,37,1.3673,2,1,1.2833,2713.82857142857,350,37,949840
18.0000947373407,114,62269.2308,14500,40,1.3333,1,1,3,5553.816,125,40,694227
20.7767300623302,117,1500000,300000,28,1.4091,1,1,2.2222,2790.90571428571,350,28,976817
17.8373943134387,100,10000,3000,43,1.3673,1.9556,1,1.2833,2857.14285714286,140,43,400000
12.8429239056759,72,2000,3000,31,1.3673,1.9556,1,1.2833,3002.06060606061,165,31,495340
15.1372952680815,100,22207.037,22859.8526,28,1.3673,1.9556,2,1.2833,2007.55333333333,150,28,301133
29.4568589813239,244,22207.037,22859.8526,38,1,5,1,1.2833,9842.77777777778,360,38,3543400
9.73486800664262,51,22207.037,2500,38,1,1.9556,1,1.2833,3538.14285714286,140,38,495340
22.3014464529707,142,22207.037,22859.8526,41,1.3673,1,2,2,8556.66666666667,150,41,1283500
20.5730479447389,151,62269.2308,16624.8936,33,1,2.2656,2,2.0741,5745.98235294118,170,33,976817
16.0890893890878,102,62269.2308,15000,39,1,2.2656,1,2.0741,5485.03571428571,140,39,767905
12.3897313906234,75,17166.6667,600,43,1.5357,1.9231,1,1.5946,4622.22222222222,180,43,832000
9.12289847517268,70,230000,3500,39,1.3333,2.2656,2,2.0741,4953.4,100,39,495340
28.3155771068559,160,22207.037,22859.8526,39,1.3673,2,1,1.2833,11304.347826087,115,39,1300000
16.3372578267895,92,292857.143,71570.5556,41,1.4091,1,1,2.2222,13954.5285714286,70,41,976817
18.5793026568403,120,17166.6667,5000,42,1.5357,1.9231,2,1,12210.2125,80,42,976817
20.2717190027874,104,17166.6667,1800,36,1.5357,1,1,1.5946,4500,140,36,630000
16.8944234777988,124,62269.2308,5000,39,1,2.2656,2,2.0741,5340.20769230769,130,39,694227
15.154040824986,100,2000,2000,41,1.3333,2.2656,1,2,5280.09189189189,185,41,976817
25,175,292857.143,25000,44,2,2,1,2,7877.63428571429,175,44,1378586
11.059184474332,62,22207.037,22859.8526,37,1.3673,1.9556,1,1.2833,2900,50,37,145000
43.3260214995163,318,150000,16624.8936,35,1,2.2656,2,2.0741,24293.75,80,35,1943500
14.269915450751,80,22207.037,22859.8526,31,1.3673,1.9556,1,1.2833,6022.66,50,31,301133
24.9231536097034,180,5000,1000,40,1,2,2,2.2222,5000,200,40,1000000
18.1647543216978,120,22207.037,22859.8526,39,1.3673,1.9556,2,1.2833,12916.6666666667,60,39,775000
30.4617727828676,132,62269.2308,6000,41,1.3333,1,1,1,7649.84375,160,41,1223975
13.5264611396044,72,22207.037,22859.8526,42,1.3673,1.9556,1,1,4083.68823529412,170,42,694227
21.4048731761264,120,5000,2500,52,1.3673,1.9556,1,1.2833,9768.17,100,52,976817
18.104067172332,116,62269.2308,2000,33,1.3333,2,1,2.0741,6192.66055045872,218,33,1350000
14.2068919945816,86,17166.6667,27177.0345,42,1.5357,1.9231,1,1.5946,5571.42857142857,70,42,390000
15.2703811868904,80,22207.037,6500,34,1,1.9556,1,1.2833,4458.33333333333,120,34,535000
19.4662910357241,199,22207.037,22859.8526,16,4,4,1.2228,1,10416.6666666667,240,16,2500000
27.7437403185906,240,22207.037,30000,41,1.3673,4,2,1.2833,17512.6818181818,110,41,1926395
11.059184474332,62,22207.037,80000,38,1.3673,1.9556,1,1.2833,6550,80,38,524000
17.275606540484,114,62269.2308,16624.8936,33,1.3333,2.2656,2,1,9116.9125,80,33,729353
18.4106102312945,103,17166.6667,8500,42,1,1,2,1.5946,2254.54545454545,275,42,620000
21.2453015198562,91,22207.037,25000,35,1,1,1,1.2833,11759.6153846154,104,35,1223000
14.160911526982,65,22207.037,5000,41,1.3673,1,1.2228,1,8333.33333333333,75,41,625000
18.0322326158007,96,62269.2308,16624.8936,42,1,1,1.3238,2,4483.79166666667,120,42,538055
9.73486800664262,51,22207.037,22859.8526,41,1,1.9556,1,1.2833,4545.45454545455,55,41,250000
9.73486800664262,51,22207.037,22859.8526,41,1,1.9556,1,1.2833,9410.40625,32,41,301133
7.13495772537548,40,22207.037,22859.8526,35,1.3673,1.9556,1,1.2833,1487.86538461538,52,35,77369
22.4918524412075,147,17166.6667,27177.0345,41,1.5357,2,1,2,13785.86,100,41,1378586
16.224780011071,85,9000,2000,34,1,1.9556,1,1.2833,6191.75,80,34,495340
13.5926201134531,75,4500,27177.0345,49,1,1.9231,1,1.5946,2081.25,160,49,333000
18.2743122437892,111,62269.2308,16624.8936,49,2,1,1,2.0741,6892.93,200,49,1378586
14.6266633370197,82,22207.037,22859.8526,31,1.3673,1.9556,1,1.2833,2007.55333333333,150,31,301133
13.5524633033652,71,22207.037,1200,37,1,1.9556,1,1.2833,4250,80,37,340000
18.6113643269523,98,62269.2308,16624.8936,44,1,2.2656,1,1,5426.76111111111,180,44,976817
29.0527844883394,184,20000,16624.8936,41,1.3333,2,1,2,7269.41509433962,265,41,1926395
29,174,22207.037,80000,35,2,2,1,1,3576.78571428571,280,35,1001500
12.6645499625415,71,22207.037,22859.8526,37.4615,1.3673,1.9556,1,1.2833,6022.66,50,41.6731,301133
24.2260605836446,131,62269.2308,16624.8936,38,1.3333,1,1,2.0741,3750,200,38,750000
21.0730807856308,128,62269.2308,16624.8936,39,1,1,2,2.0741,3085.45333333333,225,39,694227
21.2366828301419,120,2500,2500,44,1.3673,1,2,1.2833,4953.4,100,44,495340
21.0725497785232,98,22207.037,22859.8526,41,1.3673,1,1,1.2833,7500,100,41,750000
12.5022039141515,78,22207.037,10000,33,2,1.9556,1,1.2833,5340.20769230769,130,33,694227
18.5508900859762,104,22207.037,22859.8526,39,1.3673,1.9556,1,1.2833,7653.0612244898,98,39,750000
9.30643405839393,59,62269.2308,16624.8936,30,1,2.2656,1,2.0741,3333.33333333333,120,30,400000
18.1224397334491,192,20000,45000,36,4,3,2,1.5946,6000,200,36,1200000
21.6924745574966,94,2000,16624.8936,39,1.3333,1,1,1,2169.459375,320,39,694227
12.0254251846762,63,22207.037,22859.8526,41,1,1.9556,1,1.2833,2272.72727272727,110,41,250000
30.5815169056498,196,292857.143,71570.5556,44,1.4091,3,1,1,4884.085,200,44,976817
28.8,144,17166.6667,27177.0345,40,1,1,1,2,4225,200,40,845000
26.0318517674488,297,292857.143,71570.5556,44,1.4091,5,1,4,12842.6333333333,150,44,1926395
34.7777777777778,313,17166.6667,72000,66,1,4,1,3,2382.48048780488,410,66,976817
15.9275121226064,90,22207.037,22859.8526,32,1.3673,1,2,1.2833,5454.54545454545,110,32,600000
16.6846490106003,150,292857.143,71570.5556,39,1.4091,4.359,1,2.2222,9917.52857142857,70,39,694227
11.4396690477141,86,17166.6667,27177.0345,34,2,1.9231,2,1.5946,5066.66666666667,150,34,760000
24.9653621938149,191,25000,25000,41,1.3673,4,1,1.2833,9768.17,100,41,976817
18.5508900859762,104,80000,22859.8526,37.4615,1.3673,1.9556,1,1.2833,6246.72,25,41.6731,156168
25.8031221777835,120,22207.037,22859.8526,38,1.3673,1,1,1.2833,6191.75,80,38,495340
28.775806604862,212,22207.037,5000,28,1.3673,3,2,1,5143.9776119403,268,28,1378586
29.5386887591443,128,62269.2308,16624.8936,37,1.3333,1,1,1,12934.9888888889,90,37,1164149
15.5476125599064,97,50000,275000,40,2,1.9556,1,1.2833,8000,150,40,1200000
14.7084407471255,93,22207.037,22859.8526,38,1.3673,1.9556,1,2,12210.2125,80,38,976817
13.6207307522048,80,22207.037,22859.8526,41,1.3673,2,1.2228,1.2833,9256.36,75,41,694227
16.1053479228838,102,62269.2308,16624.8936,42,1.3333,1,1,3,3305.84285714286,210,42,694227
16.1053479228838,102,62269.2308,16624.8936,44,1.3333,1,1,3,4958.76428571429,140,44,694227
18.4,92,62269.2308,5000,44,1,1,1,2,4958.76428571429,140,44,694227
42.4285714285714,297,22207.037,400000,42,1,2,3,1,4815.9875,400,42,1926395
16.0536548820948,90,22207.037,22859.8526,41,1.3673,1.9556,1,1.2833,3764.1625,80,41,301133
28.2633066489824,179,62269.2308,13000,43,1.3333,1,2,2,8375,160,43,1340000
13.0809071785897,74,30000,10000,39,1.3333,1,1.3238,2,4361.11111111111,180,39,785000
18.5448799153727,142,62269.2308,20000,40,1.3333,3,1.3238,2,4117.64705882353,340,40,1400000
24.0579797311521,160,22207.037,9000,40,1.3673,3,1,1.2833,27000,100,40,2700000
33.7142857142857,236,292857.143,60000,43,1,4,1,1,8756.34090909091,220,43,1926395
14.269915450751,80,22207.037,22859.8526,44,1.3673,1.9556,1,1.2833,6428.02777777778,108,44,694227
15.7885503771709,81,17166.6667,27177.0345,39,1.5357,1,1,1.5946,6000,100,39,600000
25.5616034643491,170,100000,150000,39,1.3673,3,1,1.2833,8880.15454545454,110,39,976817
22.5001406258789,120,62269.2308,75000,37,1.3333,1,1,2,5785.225,120,37,694227
21.6123563057776,116,22207.037,22859.8526,31,1.3673,1,2,1,4338.91875,160,31,694227
20.8837107056496,114,11000,27177.0345,40,1.5357,1.9231,1,1,4127.83333333333,120,40,495340
11.5637492979152,70,17166.6667,27177.0345,39,1.5357,1.9231,1,1.5946,3669.18518518519,135,39,495340
19.3523416333376,90,15000,15000,38,1.3673,1,1,1.2833,2916.66666666667,120,38,350000
8.02682744104741,45,22207.037,22859.8526,21,1.3673,1.9556,1,1.2833,910.223529411765,85,21,77369
35.1259913848884,190,1000,71570.5556,41,1.4091,2,1,1,5141.14210526316,190,41,976817
26.8422465381397,170,62269.2308,16624.8936,41,1.3333,2,1,2,4402.98507462687,335,41,1475000
22.4394485505519,160,17166.6667,27177.0345,41,1.5357,2,2,1.5946,1768.12222222222,450,41,795655
11.8356534971538,63,22207.037,22859.8526,40,1.3673,1.9556,1,1,5700,100,40,570000
24.3871597087992,135,15000,27177.0345,40,1.5357,1,2,1,6977.26428571429,140,40,976817
29.8886165225992,139,22207.037,10000,41,1.3673,1,1,1.2833,6469.64545454545,110,41,711661
10.7024365880632,60,22207.037,22859.8526,36,1.3673,1.9556,1,1.2833,6246.72,25,36,156168
13.0327121073895,100,62269.2308,16624.8936,35,1.3333,2.2656,2,2.0741,7680,125,35,960000
29,145,62269.2308,8000,36,1,1,1,2,3822.22222222222,225,36,860000
13.7218500282509,68,22207.037,22859.8526,28,1,1.9556,1,1,8677.8375,80,28,694227
26.0965931433883,146,17166.6667,27177.0345,44,1,2,1,1.5946,5180.68,150,44,777102
25.6516791011074,142,17166.6667,27177.0345,35,1.5357,1,2,1,3256.05666666667,300,35,976817
16.5813473002671,126,62269.2308,16624.8936,41,1.3333,2.2656,2,2,2026.84210526316,380,41,770200
13.0180739305501,86,2000,4000,37,1.3673,1.9556,2,1.2833,7000,80,37,560000
17.8749162113303,88,17166.6667,10000,37,1,1.9231,1,1,3810.30769230769,130,37,495340
27.7437403185906,240,22207.037,101552,40,1.3673,5,1,1.2833,1688.83285714286,700,40,1182183
19.4774665860702,116,10000,22859.8526,45,1,1.9556,2,1,12622.3090909091,55,45,694227
15.2669597545978,108,62269.2308,1750,38,2,2,1,2.0741,7955.55555555556,90,38,716000
15.986791241335,122,292857.143,71570.5556,39,1,3,1.4091,2.2222,4341.40888888889,225,39,976817
15.5185330526917,87,22207.037,22859.8526,40,1.3673,1.9556,1,1.2833,2896.72514619883,171,40,495340
17.2020814518557,80,22207.037,16000,38,1.3673,1,1,1.2833,6833.33333333333,120,38,820000
17.8742080487028,101,22207.037,9000,38,1.3673,2,1,1.2833,11555.5555555555,90,38,1040000
30.9475655939082,228,22207.037,12000,45,1.3673,4,1,1,23639.34,150,45,3545901
33.2728785130842,244,62269.2308,15720,60,1.3333,2,3,1,3600,250,60,900000
13.2648263818927,79,22207.037,22859.8526,37,2,1.9556,1,1,7266.66666666667,60,37,436000
15.3965950518529,87,22207.037,22859.8526,33,1.3673,2,1,1.2833,8000,100,33,800000
10.5205808863589,56,22207.037,22859.8526,28,1.3673,1.9556,1,1,7528.325,40,28,301133
15.6521407165626,82,6000,5000,41,1,1.9556,1,1.2833,7620.61538461538,65,41,495340
19.2240685338043,160,22207.037,5000,41,1.3673,1.9556,2,3,7777.77777777778,180,41,1400000
27.9616323930202,158,22207.037,2000,34,1.3673,1,2,1.2833,3878.78787878788,165,34,640000
7.13495772537548,40,22207.037,22859.8526,41,1.3673,1.9556,1,1.2833,6022.66,50,41,301133
16.6438584162444,90,62269.2308,16624.8936,41,1.3333,1,1,2.0741,1905.15384615385,260,41,495340
10.3327133705311,55,22207.037,22859.8526,36,1.3673,1.9556,1,1,3904.2,40,36,156168
28.5,171,292857.143,1483,41,1,1,2,2,3736.53846153846,260,41,971500
12.2737598006888,67,17166.6667,6884,38,1.5357,1.9231,1,1,9026.63333333333,90,38,812397
30.8173604463848,132,22207.037,15000,38,1,1,1,1.2833,10542.68,100,38,1054268
18.0621855244485,84,22207.037,22859.8526,42,1.3673,1,1,1.2833,8823.52941176471,85,42,750000
7.67007955477864,43,22207.037,22859.8526,23,1.3673,1.9556,1,1.2833,1547.38,50,23,77369
9.27544504298812,52,22207.037,600,33,1.3673,1.9556,1,1.2833,3154.475,40,33,126179
16.6562565063502,88,22207.037,10000,37,1,2,1,1.2833,12883.9813084112,107,37,1378586
11.0709182425561,86,292857.143,2000,41,1.4091,4.359,1,1,10680.4153846154,65,41,694227
17.927614346748,154,22207.037,22859.8526,37.4615,1.3673,2,1.2228,4,14360.2708333333,96,41.6731,1378586
27.5,165,292857.143,71570.5556,44,1,2,2,1,2790.90571428571,350,44,976817
18.246542995653,102,22207.037,22859.8526,25,1.3673,2,1.2228,1,8166.66666666667,60,25,490000
11.059184474332,62,22207.037,1500,31,1.3673,1.9556,1,1.2833,4182.40277777778,72,31,301133
18.9456590382823,126,22207.037,22859.8526,37.4615,1.3673,2,2,1.2833,4958.76428571429,140,41.6731,694227
23.3603511131561,132,8800,2000,31,1.3673,2,1,1.2833,13294.1176470588,85,31,1130000
11.059184474332,62,22207.037,22859.8526,37.4615,1.3673,1.9556,1,1.2833,4338,36,41.6731,156168
15.1179460445719,116,62269.2308,16624.8936,37,1.3333,2.2656,2,2.0741,13954.5285714286,70,37,976817
17.6972356917849,100,22207.037,100000,39,1.3673,2,1,1.2833,8333.33333333333,120,39,1000000
33.0094774633748,582,292857.143,71570.5556,40,1.4091,4,10,2.2222,19263.95,100,40,1926395
12.8429239056759,72,22207.037,2476,28,1.3673,1.9556,1,1.2833,4427.58181818182,55,28,243517
10.4983870659871,55,40000,48450,39,1,1.9556,1,1.2833,3764.1625,80,39,301133
34.6281095367164,359,22207.037,22859.8526,41,1.3673,7,1,1,9302.32558139535,430,41,4000000
28.8333333333333,173,62269.2308,16624.8936,36,2,1,2,1,3750,200,36,750000
15.5185330526917,87,22207.037,22859.8526,39,1.3673,1.9556,1,1.2833,3011.33,100,39,301133
25.8323247285799,143,17166.6667,5000,43,1.5357,1,1,2,7727.27272727273,110,43,850000
16.9080764245054,90,22207.037,22859.8526,35,1.3673,1.9556,1,1,2737.57272727273,110,35,301133
10.7024365880632,60,22207.037,22859.8526,41,1.3673,1.9556,1,1.2833,2726.19047619048,84,41,229000
10.4261696859116,80,62269.2308,16624.8936,39,1.3333,2.2656,2,2.0741,5000,80,39,400000
20.6654267410622,110,2500,13500,38,1.3673,1.9556,1,1,15027.9538461539,65,38,976817
15.1372952680815,100,22207.037,5000,39,1.3673,1.9556,2,1.2833,12210.2125,80,39,976817
30.4285714285714,213,292857.143,71570.5556,48,1,3,1,2,7705.58,250,48,1926395
24.2728376038073,178,62269.2308,16624.8936,45,1.3333,1,1,4,5105.87407407407,270,45,1378586
28.4517046829183,294,62269.2308,16624.8936,39,1.3333,6,1,2,7822.00285714286,350,39,2737701
12.667199493312,84,292857.143,71570.5556,44,1,2,1.4091,2.2222,4958.76428571429,140,44,694227
